question,intent label
I need assistance to use my rewards points,refund_credits_balances
Can I change details regarding customer support contact on Amazon?,customer_support_contact
Can I change details regarding customer support legal on Amazon?,customer_support_legal
I want to update my Spanish language,manage_account_general_settings
I need assistance to fix my declined payment,payment_issues_declines_retries
Is it possible to manage this details regarding customer support bereavement?,customer_support_bereavement
I need assistance to deduct my return deduction,refund_restocking_fees
I need to hide order history,modify_order
Please show me how to apply benefit balance,refund_credits_balances
How do I check the customer support legal query?,customer_support_legal
I'm trying to deduct my return deduction,refund_restocking_fees
How do I convert the local currency?,payment_issues_currency_converter
Is it possible to check this benefit balance?,refund_credits_balances
I'm trying to check my opened items,refund_returns_eligibility
I need to check delivery status undeliverable query,delivery_status_undeliverable
I want to check my package location,delivery_status_tracking_details
What is the way to apply the promotional credit?,refund_credits_balances
What is the way to troubleshoot the declined payment?,payment_issues_declines_retries
What is the way to check the delivery status delays query?,delivery_status_delays
Can I manage gift card balance on Amazon?,manage_account_general_settings
I need assistance to manage my payment option,payment_issues_cards_wallet
Please show me how to logout account switcher,manage_account_profiles_devices
I need to update details regarding delivery status alerts,delivery_status_alerts
Can I use shopping profile on Amazon?,manage_account_profiles_devices
How do I report the unauthorized payment?,payment_issues_unknown_charges
Add a new credit card to my Amazon wallet.,payment_issues_cards_wallet
How do I review the customer surveys?,customer_feedback
I need to report phishing email,payment_issues_fraud_scams
I want to delete my phone number account,manage_account_profiles_devices
How do I retry the declined payment?,payment_issues_declines_retries
Please show me how to resolve failed transaction,payment_issues_declines_retries
I want to fix my payment retry,payment_issues_declines_retries
Can you help me check my details regarding customer support legal?,customer_support_legal
What items are non-returnable on Amazon?,refund_returns_eligibility
Please show me how to modify teen approval,manage_account_teen_settings
How do I bypass the 2SV?,manage_account_login_security
I need to clear international return,refund_international_returns
I'm trying to edit my secondary address,modify_address
Please show me how to charge restocking fee,refund_restocking_fees
How do I change the customer support bereavement query?,customer_support_bereavement
I want to report my suspicious activity,payment_issues_fraud_scams
How do I deduct the return deduction?,refund_restocking_fees
I want to remove my archived orders list,modify_order
How do I avoid the payment scam?,payment_issues_fraud_scams
Can you help me convert my international shopping?,payment_issues_currency_converter
How do I submit Power of Attorney (POA) documents?,customer_support_legal
I need assistance to change my card currency,payment_issues_currency_converter
Can you help me check my delivery status rules policies query?,delivery_status_rules_policies
I'm trying to deduct my damage fee,refund_restocking_fees
I'm trying to hide my shipping address on order,modify_order
What is the way to change the details regarding customer support legal?,customer_support_legal
I need to update two-step verification,manage_account_login_security
I need assistance to check my benefit balance,refund_credits_balances
I want to return my return window,refund_returns_eligibility
Can you help me remove my payment method on order?,modify_order
I'm trying to archive my marketing emails,manage_account_general_settings
How do I troubleshoot the declined payment?,payment_issues_declines_retries
How do I check the details regarding customer support contact?,customer_support_contact
I need to change two-step verification,manage_account_login_security
What is the way to change the order items?,modify_order
I'm trying to remove my order items,modify_order
I'm trying to change my order items,modify_order
Is it possible to use this phone number account?,manage_account_profiles_devices
I need to set default payment option,payment_issues_cards_wallet
I need to add shipping address,modify_address
What is the way to change the delivery status undeliverable query?,delivery_status_undeliverable
OTP delivery safety guidelines and instructions.,delivery_status_rules_policies
I want to cancel my subscription email preferences,other_query
I need to return personalized products,refund_returns_eligibility
What is the way to change the refund tracking status query?,refund_tracking_status
How do I logout the phone number account?,manage_account_profiles_devices
How do I use the benefit balance?,refund_credits_balances
I'm trying to report my prime subscription charge,payment_issues_unknown_charges
Can I change two-step verification on Amazon?,manage_account_login_security
I'm trying to calculate my return deduction,refund_restocking_fees
I need to reduce return deduction,refund_restocking_fees
Please show me how to update details regarding delivery status alerts,delivery_status_alerts
I need to calculate damage fee,refund_restocking_fees
Can I update archived orders on Amazon?,manage_account_general_settings
I want to sign out my phone number account,manage_account_profiles_devices
Is it possible to archive this archived orders?,manage_account_general_settings
Is it possible to check this tracking link?,delivery_status_tracking_details
Is it possible to request this order invoice copy?,billing
I'm trying to sign out my device sign-out,manage_account_profiles_devices
I'm trying to update my customs regs,other_query
I need assistance to start my personalized products,refund_returns_eligibility
I need assistance to find my duplicate charge,payment_issues_unknown_charges
Please show me how to set default shipping address,modify_address
Can I find package location on Amazon?,delivery_status_tracking_details
Can you help me report my duplicate charge?,payment_issues_unknown_charges
Is it possible to investigate this prime subscription charge?,payment_issues_unknown_charges
I need to find package location,delivery_status_tracking_details
Is this survey email invitation safe?,customer_feedback
I want to check my details regarding delivery status rules policies,delivery_status_rules_policies
Is it possible to answer this translation tools?,customer_feedback
Please show me how to update account settings,manage_account_general_settings
I need to manage customer support legal query,customer_support_legal
I want to start my return window,refund_returns_eligibility
I'm trying to hide my order items,modify_order
Is it possible to save this billing receipt?,billing
I need assistance to check my details regarding delivery status alerts,delivery_status_alerts
I'm trying to check my details regarding customer support legal,customer_support_legal
Is it possible to start this personalized products?,refund_returns_eligibility
What is the way to convert the card currency?,payment_issues_currency_converter
Is it possible to change this delivery status alerts query?,delivery_status_alerts
Is it possible to manage this details regarding customer support legal?,customer_support_legal
I need to check promotional credit,refund_credits_balances
I need to retry declined payment,payment_issues_declines_retries
What is the way to edit the wallet?,payment_issues_cards_wallet
What is the way to request the order invoice copy?,billing
Is it possible to set this international shopping?,payment_issues_currency_converter
Is it possible to complete this satisfaction survey?,customer_feedback
I'm trying to check my currency converter,payment_issues_currency_converter
Can you help me check my unrecognized transaction?,payment_issues_unknown_charges
I need assistance to change my exchange rates,payment_issues_currency_converter
What is the way to remove the backup payment method?,payment_issues_cards_wallet
What happens when I request account closure?,manage_account_closure
How to edit my saved shipping address?,modify_address
Can you help me change my details regarding customer support bereavement?,customer_support_bereavement
Is it possible to give this translation tools?,customer_feedback
I want to apply my credit balance,refund_credits_balances
I need assistance to check my details regarding customer support contact,customer_support_contact
How do I verify the sign in error?,manage_account_login_security
I'm trying to change my order history,modify_order
Can I convert currency converter on Amazon?,payment_issues_currency_converter
Is it possible to obtain this proof of purchase?,billing
How do I submit the translation tools?,customer_feedback
Is it possible to check this currency converter?,payment_issues_currency_converter
How do I identify the payment scam?,payment_issues_fraud_scams
Can you help me clear my international return?,refund_international_returns
What is the way to manage the details regarding delivery status alerts?,delivery_status_alerts
Can you help me use my promotional credit?,refund_credits_balances
Please show me how to return opened items,refund_returns_eligibility
I want to select my local currency,payment_issues_currency_converter
Can you help me identify my unauthorized payment?,payment_issues_unknown_charges
Can you help me stop my payment method on order?,modify_order
Can I track package location on Amazon?,delivery_status_tracking_details
I want to review my translation tools,customer_feedback
Can you help me remove my default payment?,payment_issues_cards_wallet
I need assistance to locate my package location,delivery_status_tracking_details
Is it possible to edit this vat rates?,other_query
Is it possible to manage this shipping address?,modify_address
How do I manage the delivery status undeliverable query?,delivery_status_undeliverable
I need to change details regarding refund tracking status,refund_tracking_status
Can I use rewards points on Amazon?,refund_credits_balances
I need assistance to update my details regarding manage account closure,manage_account_closure
Can you help me use my switch account?,manage_account_profiles_devices
What is the way to stop the payment method on order?,modify_order
Please show me how to update delivery speed,modify_order
What is the way to unsubscribe from the customs regs?,other_query
I'm trying to check my delivery status delays query,delivery_status_delays
I want to charge my restocking fee,refund_restocking_fees
Is it possible to deduct this return deduction?,refund_restocking_fees
Can you help me change my delivery status alerts query?,delivery_status_alerts
Deceased relative account closure request.,customer_support_bereavement
What should I do if I fell for a gift card scam?,payment_issues_fraud_scams
Can you help me change my secondary address?,modify_address
What is the way to remove the wallet?,payment_issues_cards_wallet
I want to update my details regarding refund tracking status,refund_tracking_status
I need assistance to remove my shipping address,modify_address
Can you help me check my customer support bereavement query?,customer_support_bereavement
I'm trying to find my tax invoice,billing
I want to update my marketing emails,manage_account_general_settings
Can you help me check my language preference?,manage_account_general_settings
Official billing receipt pdf download,billing
I want to recover my 2SV,manage_account_login_security
I'm trying to print my invoice pdf,billing
Is it possible to set default this wallet?,payment_issues_cards_wallet
Is it possible to update this subscription email preferences?,other_query
I'm trying to find my unauthorized payment,payment_issues_unknown_charges
Can I manage details regarding customer support bereavement on Amazon?,customer_support_bereavement
Can you help me return my international return?,refund_international_returns
What is the way to view the benefit balance?,refund_credits_balances
I'm trying to retry my failed transaction,payment_issues_declines_retries
I need to return customs returns,refund_international_returns
I need assistance to change my delivery status undeliverable query,delivery_status_undeliverable
I'm trying to pay my international label,refund_international_returns
Can you help me convert my currency converter?,payment_issues_currency_converter
Can I view tracking link on Amazon?,delivery_status_tracking_details
What is the way to manage the Spanish language?,manage_account_general_settings
Where can I see the map tracking for my driver?,delivery_status_tracking_details
Can you help me manage my details regarding customer support contact?,customer_support_contact
Is it possible to view this tracking link?,delivery_status_tracking_details
I need to complete translation feedback,customer_feedback
I'm trying to check my promotional credit,refund_credits_balances
What is the way to clear the international label?,refund_international_returns
How do I modify the teen order?,manage_account_teen_settings
I need assistance to return my customs returns,refund_international_returns
Can I investigate unrecognized transaction on Amazon?,payment_issues_unknown_charges
Is it possible to set up this teen login?,manage_account_teen_settings
I need to check customer support bereavement query,customer_support_bereavement
I need to apply promotional credit,refund_credits_balances
I want to find my billing receipt,billing
Please show me how to charge return deduction,refund_restocking_fees
Can I track tracking link on Amazon?,delivery_status_tracking_details
What is the way to check the prime subscription charge?,payment_issues_unknown_charges
I'm trying to edit my gate access code,modify_address
I need assistance to ship my return shipping cost,refund_international_returns
How do I apply the benefit balance?,refund_credits_balances
How do I remove the debit card?,payment_issues_cards_wallet
I want to set my local currency,payment_issues_currency_converter
Please show me how to select card currency,payment_issues_currency_converter
How do I change the Spanish language?,manage_account_general_settings
Please show me how to manage details regarding customer support bereavement,customer_support_bereavement
How do I change the opt out marketing?,other_query
I want to use my mobile login,manage_account_profiles_devices
Can I manage customer support contact query on Amazon?,customer_support_contact
Can I return customs returns on Amazon?,refund_international_returns
What is the way to give the translation tools?,customer_feedback
I want to convert my card currency,payment_issues_currency_converter
Is it possible to verify this login fail?,manage_account_login_security
I want to check my Spanish language,manage_account_general_settings
I need to edit credit card,payment_issues_cards_wallet
Can you help me unsubscribe from my subscription email preferences?,other_query
Please show me how to return return window,refund_returns_eligibility
Is it possible to recover this login fail?,manage_account_login_security
Can I set default card expiration on Amazon?,payment_issues_cards_wallet
I want to logout my login with Amazon,manage_account_profiles_devices
Can you help me resolve my declined card?,payment_issues_declines_retries
I need assistance to resolve my failed transaction,payment_issues_declines_retries
I want to download my billing receipt,billing
I need to stop delivery speed,modify_order
Is it possible to view this promotional credit?,refund_credits_balances
Can you help me change my account settings?,manage_account_general_settings
How do I return the return policy?,refund_returns_eligibility
Can I identify duplicate charge on Amazon?,payment_issues_unknown_charges
I'm trying to locate my tracking link,delivery_status_tracking_details
Can I bypass 2SV on Amazon?,manage_account_login_security
Please show me how to manage Spanish language,manage_account_general_settings
I want to update my 2SV,manage_account_login_security
Is it possible to add this account switcher?,manage_account_profiles_devices
Can I change customer support contact query on Amazon?,customer_support_contact
How do I set default the delivery address?,modify_address
What is the way to investigate the duplicate charge?,payment_issues_unknown_charges
Please show me how to deduct restocking fee,refund_restocking_fees
Can you help me initiate my return policy?,refund_returns_eligibility
Can I update marketing emails on Amazon?,manage_account_general_settings
I need to add debit card,payment_issues_cards_wallet
Can I check exchange rates on Amazon?,payment_issues_currency_converter
How do I invite the teen approval?,manage_account_teen_settings
I'm trying to change my details regarding customer support bereavement,customer_support_bereavement
What is the way to identify the suspicious activity?,payment_issues_fraud_scams
How do I remove the payment option?,payment_issues_cards_wallet
I need assistance to manage my default payment,payment_issues_cards_wallet
How do I add the delivery address?,modify_address
What is the way to update the debit card?,payment_issues_cards_wallet
What is the way to find the unknown charge?,payment_issues_unknown_charges
Can I archive language preference on Amazon?,manage_account_general_settings
Can you help me check my details regarding refund tracking status?,refund_tracking_status
Can I update details regarding manage account closure on Amazon?,manage_account_closure
How to view the photo proof of delivery?,delivery_status_tracking_details
I want to recover my email verification,manage_account_login_security
Is it possible to delete this phone number account?,manage_account_profiles_devices
I'm trying to apply my benefit balance,refund_credits_balances
I want to manage my secondary address,modify_address
I want to configure my phone number account,manage_account_profiles_devices
I need to ship international label,refund_international_returns
I need to edit address book,modify_address
Can you help me report my security trends?,payment_issues_fraud_scams
What is the way to obtain the order invoice copy?,billing
How do I update the shipping address?,modify_address
What is the way to clear the customs returns?,refund_international_returns
I want to update my details regarding customer support contact,customer_support_contact
I need assistance to check my tracking link,delivery_status_tracking_details
I'm trying to start my return policy,refund_returns_eligibility
Please show me how to check exchange rates,payment_issues_currency_converter
I want to bypass my MFA,manage_account_login_security
How do I update the delivery status alerts query?,delivery_status_alerts
How do I deduct the partial refund fee?,refund_restocking_fees
Sign out of the Amazon app on iPhone.,manage_account_profiles_devices
Please show me how to unsubscribe from deals mailing list,other_query
I need assistance to unsubscribe my Spanish language,manage_account_general_settings
I need assistance to update my refund tracking status query,refund_tracking_status
I need assistance to recover my 2SV,manage_account_login_security
Can you help me manage my delivery status delays query?,delivery_status_delays
Please show me how to view tax invoice,billing
I'm trying to invite my teen order,manage_account_teen_settings
How do I check my promotional credit balance?,refund_credits_balances
How much restocking fee is charged for customer returns?,refund_restocking_fees
Is it possible to find this photo delivery?,delivery_status_tracking_details
Please show me how to evaluate satisfaction survey,customer_feedback
How do I identify the prime subscription charge?,payment_issues_unknown_charges
I'm trying to verify my MFA,manage_account_login_security
I'm trying to remove my shipping address,modify_address
Can you help me change my order items?,modify_order
I'm trying to view my order invoice copy,billing
I need assistance to identify my prime subscription charge,payment_issues_unknown_charges
Can you help me get my tax invoice?,billing
Can you help me hide my order history?,modify_order
I need to modify teen order,manage_account_teen_settings
Is it possible to view this vat rates?,other_query
How do I return the customs returns?,refund_international_returns
How do I download the business receipt?,billing
I need assistance to change my order history,modify_order
Can I approve teen order on Amazon?,manage_account_teen_settings
What happens if carrier cannot find my address?,delivery_status_undeliverable
How do I change the details regarding manage account closure?,manage_account_closure
Is it possible to edit this delivery address?,modify_address
How do I view the customs regs?,other_query
I need assistance to ship my international label,refund_international_returns
Please show me how to report gift card scam,payment_issues_fraud_scams
I need assistance to update my opt out marketing,other_query
Is it possible to check this opened items?,refund_returns_eligibility
Can you help me identify my duplicate charge?,payment_issues_unknown_charges
I want to manage my delivery address,modify_address
Can you help me reset my login fail?,manage_account_login_security
I need assistance to identify my duplicate charge,payment_issues_unknown_charges
What is the way to check the customer support contact query?,customer_support_contact
Can I recover two-step verification on Amazon?,manage_account_login_security
I need assistance to verify my MFA,manage_account_login_security
How do I add the card expiration?,payment_issues_cards_wallet
I need to update delivery address,modify_address
I need to hide payment method on order,modify_order
I need to change customer support legal query,customer_support_legal
Can I unsubscribe Spanish language on Amazon?,manage_account_general_settings
I want to change my card currency,payment_issues_currency_converter
I need assistance to recognize my payment scam,payment_issues_fraud_scams
I'm trying to view my rewards points,refund_credits_balances
Is it possible to check this rewards points?,refund_credits_balances
Is it possible to opt out of this vat rates?,other_query
I'm trying to manage my details regarding customer support contact,customer_support_contact
How do I track my return shipping package?,refund_tracking_status
Can I retry payment retry on Amazon?,payment_issues_declines_retries
I want to check my duplicate charge,payment_issues_unknown_charges
How do I change the customer support legal query?,customer_support_legal
I need to answer translation feedback,customer_feedback
Report translation errors in chat support,customer_feedback
Is it possible to change this international shopping?,payment_issues_currency_converter
Please show me how to delete secondary address,modify_address
I need assistance to delete my secondary address,modify_address
Is it possible to initiate this personalized products?,refund_returns_eligibility
I want to manage my delivery status alerts query,delivery_status_alerts
Can I check delivery status alerts query on Amazon?,delivery_status_alerts
I want to use my benefit balance,refund_credits_balances
What is the way to find the photo delivery?,delivery_status_tracking_details
I need assistance to use my promotional credit,refund_credits_balances
What is the way to find the duplicate charge?,payment_issues_unknown_charges
Please show me how to pay customs returns,refund_international_returns
Can I ship international label on Amazon?,refund_international_returns
What is the way to set default the wallet?,payment_issues_cards_wallet
I need to update opt out marketing,other_query
Is it possible to manage this marketing emails?,manage_account_general_settings
I want to unsubscribe my data access apps,manage_account_general_settings
I need assistance to unsubscribe my account settings,manage_account_general_settings
I'm trying to ship my return shipping cost,refund_international_returns
I want to recover my login fail,manage_account_login_security
Please show me how to manage marketing emails,manage_account_general_settings
Can I update details regarding customer support legal on Amazon?,customer_support_legal
Please show me how to check details regarding delivery status delays,delivery_status_delays
I need assistance to start my return window,refund_returns_eligibility
What is the way to troubleshoot the payment retry?,payment_issues_declines_retries
I need to delete delivery address,modify_address
Can you help me return my opened items?,refund_returns_eligibility
I want to delete my teen login,manage_account_teen_settings
Change subscription email preferences,other_query
I need to bypass two-step verification,manage_account_login_security
How do I ship the international return?,refund_international_returns
I need assistance to update my shipping address,modify_address
I need to evaluate satisfaction survey,customer_feedback
Can you help me view my promotional credit?,refund_credits_balances
Please show me how to remove credit card,payment_issues_cards_wallet
Can you help me modify my shipping address on order?,modify_order
Identify a charge I don't recognize on my bank statement.,payment_issues_unknown_charges
Can you help me use my login with Amazon?,manage_account_profiles_devices
What is the way to update the shipping address on order?,modify_order
Is it possible to recover this sign in error?,manage_account_login_security
I want to update my subscription email preferences,other_query
What is the way to avoid the security trends?,payment_issues_fraud_scams
I want to check my benefit balance,refund_credits_balances
I'm trying to view my promotional credit,refund_credits_balances
I'm trying to approve my teen order,manage_account_teen_settings
I want to set up my household teen,manage_account_teen_settings
I need to fix payment retry,payment_issues_declines_retries
I want to ship my return shipping cost,refund_international_returns
I need assistance to check my details regarding delivery status undeliverable,delivery_status_undeliverable
I'm trying to set my exchange rates,payment_issues_currency_converter
Can I fix declined payment on Amazon?,payment_issues_declines_retries
Is it possible to find this map tracking?,delivery_status_tracking_details
I need assistance to sign out my switch account,manage_account_profiles_devices
I'm trying to recognize my gift card scam,payment_issues_fraud_scams
I need to locate map tracking,delivery_status_tracking_details
I'm trying to archive my gift card balance,manage_account_general_settings
I need assistance to change my gift card balance,manage_account_general_settings
I need assistance to modify my teen account settings,manage_account_teen_settings
I need to check delivery status delays query,delivery_status_delays
I'm trying to request my billing receipt,billing
Can I check details regarding delivery status rules policies on Amazon?,delivery_status_rules_policies
What is the way to change the payment method on order?,modify_order
I'm trying to report my phishing email,payment_issues_fraud_scams
Please show me how to check card currency,payment_issues_currency_converter
I want to troubleshoot my payment retry,payment_issues_declines_retries
I need assistance to modify my teen approval,manage_account_teen_settings
Can I download order invoice copy on Amazon?,billing
Please show me how to check credit balance,refund_credits_balances
Can you help me find my unauthorized payment?,payment_issues_unknown_charges
Can you help me use my translation tools?,customer_feedback
How do I check the gift card balance?,manage_account_general_settings
I need assistance to modify my teen login,manage_account_teen_settings
I'm trying to investigate my duplicate charge,payment_issues_unknown_charges
How do I give the customer surveys?,customer_feedback
I want to recognize my security trends,payment_issues_fraud_scams
How do I track the tracking link?,delivery_status_tracking_details
Please show me how to view rewards points,refund_credits_balances
Please show me how to reduce return deduction,refund_restocking_fees
I need assistance to check my map tracking,delivery_status_tracking_details
Is it possible to set up this household teen?,manage_account_teen_settings
Can I edit address book on Amazon?,modify_address
I need to update details regarding refund tracking status,refund_tracking_status
I need assistance to sign out my account switcher,manage_account_profiles_devices
Please show me how to check refund tracking status query,refund_tracking_status
I need assistance to report my payment scam,payment_issues_fraud_scams
I want to manage my customer support contact query,customer_support_contact
Can you help me change my address book?,modify_address
Is it possible to manage this refund tracking status query?,refund_tracking_status
Can you help me view my map tracking?,delivery_status_tracking_details
I need assistance to submit my customer surveys,customer_feedback
I need assistance to cancel my subscribe and save alerts,other_query
How do I resolve the declined payment?,payment_issues_declines_retries
Can you help me approve my teen order?,manage_account_teen_settings
I need assistance to complete my satisfaction survey,customer_feedback
I'm trying to check my package location,delivery_status_tracking_details
I'm trying to logout my switch account,manage_account_profiles_devices
I need to calculate partial refund fee,refund_restocking_fees
Track return drop-off status at UPS.,refund_tracking_status
Can I sign out switch account on Amazon?,manage_account_profiles_devices
I need assistance to return my international label,refund_international_returns
How do I request the order invoice copy?,billing
I'm trying to set default my backup payment method,payment_issues_cards_wallet
Please show me how to initiate return window,refund_returns_eligibility
How do I find the order invoice copy?,billing
What is the way to start the opened items?,refund_returns_eligibility
What is the way to return the international return?,refund_international_returns
Is it possible to invite this teen login?,manage_account_teen_settings
Please show me how to reduce damage fee,refund_restocking_fees
I'm trying to use my customer surveys,customer_feedback
How do I cancel the customs regs?,other_query
I need assistance to update my wallet,payment_issues_cards_wallet
How do I opt out of the opt out marketing?,other_query
Can you help me update my delivery status rules policies query?,delivery_status_rules_policies
How do I change the local currency?,payment_issues_currency_converter
I'm trying to manage my Spanish language,manage_account_general_settings
I need assistance to bypass my password,manage_account_login_security
I'm trying to delete my mobile login,manage_account_profiles_devices
I need assistance to update my delivery status rules policies query,delivery_status_rules_policies
What is the way to get the invoice pdf?,billing
Is it possible to change this details regarding delivery status undeliverable?,delivery_status_undeliverable
Can I change currency converter on Amazon?,payment_issues_currency_converter
I'm trying to check my duplicate charge,payment_issues_unknown_charges
I need to check prime subscription charge,payment_issues_unknown_charges
I need assistance to edit my backup payment method,payment_issues_cards_wallet
I need assistance to retry my payment retry,payment_issues_declines_retries
How do I avoid the phishing email?,payment_issues_fraud_scams
I'm trying to locate my photo delivery,delivery_status_tracking_details
I need to resolve declined payment,payment_issues_declines_retries
Can you help me identify my unrecognized transaction?,payment_issues_unknown_charges
I need to add switch account,manage_account_profiles_devices
Please show me how to print order invoice copy,billing
Can you help me update my details regarding customer support bereavement?,customer_support_bereavement
Is it possible to apply this benefit balance?,refund_credits_balances
I need to identify unrecognized transaction,payment_issues_unknown_charges
How do I report the duplicate charge?,payment_issues_unknown_charges
Can I pay international label on Amazon?,refund_international_returns
I need to cancel shipping address on order,modify_order
I need to return return eligibility,refund_returns_eligibility
Can I submit chat translation on Amazon?,customer_feedback
Please show me how to ship international return,refund_international_returns
I'm trying to change my customer support legal query,customer_support_legal
How do I clear the international label?,refund_international_returns
What is the way to retry the payment retry?,payment_issues_declines_retries
Talk to a live customer service representative.,customer_support_contact
I need assistance to reset my two-step verification,manage_account_login_security
I want to archive my archived orders,manage_account_general_settings
Can you help me retry my checkout retry?,payment_issues_declines_retries
Is it possible to identify this gift card scam?,payment_issues_fraud_scams
Can you help me set default my gate access code?,modify_address
How do I resolve the payment retry?,payment_issues_declines_retries
I need to delete gate access code,modify_address
I want to check my details regarding delivery status alerts,delivery_status_alerts
I want to use my rewards points,refund_credits_balances
How do I charge the partial refund fee?,refund_restocking_fees
How do I opt out of the deals mailing list?,other_query
How do I recognize the phishing email?,payment_issues_fraud_scams
I need to check local currency,payment_issues_currency_converter
Can I change order history on Amazon?,modify_order
Can you help me retry my declined card?,payment_issues_declines_retries
What is the way to check the map tracking?,delivery_status_tracking_details
I'm trying to update my details regarding customer support contact,customer_support_contact
I'm trying to find my unrecognized transaction,payment_issues_unknown_charges
Can I modify household teen on Amazon?,manage_account_teen_settings
I'm trying to set default my debit card,payment_issues_cards_wallet
Can I update delivery status undeliverable query on Amazon?,delivery_status_undeliverable
Can you help me manage my gate access code?,modify_address
I need to change international shopping,payment_issues_currency_converter
Is it possible to use this rewards points?,refund_credits_balances
Can you help me return my international label?,refund_international_returns
Can I set default wallet on Amazon?,payment_issues_cards_wallet
Can you help me start my return policy?,refund_returns_eligibility
Please show me how to change international shopping,payment_issues_currency_converter
I need assistance to archive my payment method on order,modify_order
I want to reduce my return deduction,refund_restocking_fees
I need to verify two-step verification,manage_account_login_security
I need to update delivery instructions,modify_address
What is the way to return the personalized products?,refund_returns_eligibility
I need assistance to ship my international return,refund_international_returns
Can you help me check my credit balance?,refund_credits_balances
I'm trying to take my translation feedback,customer_feedback
Can I check photo delivery on Amazon?,delivery_status_tracking_details
What is the way to report the unauthorized payment?,payment_issues_unknown_charges
How do I unsubscribe from the subscribe and save alerts?,other_query
How do I view the package location?,delivery_status_tracking_details
I'm trying to check my local currency,payment_issues_currency_converter
Can you help me track my parcel tracking info?,delivery_status_tracking_details
Is it possible to take this satisfaction survey?,customer_feedback
Can you help me add my mobile login?,manage_account_profiles_devices
Can you help me delete my teen order?,manage_account_teen_settings
I need assistance to approve my teen account settings,manage_account_teen_settings
What is the way to modify the teen approval?,manage_account_teen_settings
I want to use my translation feedback,customer_feedback
How do I stop the payment method on order?,modify_order
Can I manage backup payment method on Amazon?,payment_issues_cards_wallet
Can I manage details regarding customer support contact on Amazon?,customer_support_contact
What is the way to calculate the damage fee?,refund_restocking_fees
Is it possible to manage this debit card?,payment_issues_cards_wallet
I'm trying to use my promotional credit,refund_credits_balances
How do I return the return shipping cost?,refund_international_returns
Can I calculate restocking fee on Amazon?,refund_restocking_fees
What is the way to change the details regarding delivery status delays?,delivery_status_delays
I'm trying to report my unrecognized transaction,payment_issues_unknown_charges
I need to manage details regarding refund tracking status,refund_tracking_status
Please show me how to verify login fail,manage_account_login_security
What is the way to change the delivery status alerts query?,delivery_status_alerts
I need to locate parcel tracking info,delivery_status_tracking_details
Please show me how to convert currency converter,payment_issues_currency_converter
I need to update manage account closure query,manage_account_closure
I need assistance to manage my delivery status alerts query,delivery_status_alerts
I need to initiate return policy,refund_returns_eligibility
I need assistance to remove my archived orders list,modify_order
I need to set international shopping,payment_issues_currency_converter
Can I manage details regarding delivery status undeliverable on Amazon?,delivery_status_undeliverable
I need assistance to invite my household teen,manage_account_teen_settings
Is it possible to manage this wallet?,payment_issues_cards_wallet
Can I use mobile login on Amazon?,manage_account_profiles_devices
Can I report suspicious activity on Amazon?,payment_issues_fraud_scams
Can you help me configure my device sign-out?,manage_account_profiles_devices
How do I fix the declined card?,payment_issues_declines_retries
Is it possible to set up this teen approval?,manage_account_teen_settings
I need assistance to update my details regarding customer support bereavement,customer_support_bereavement
I want to find my map tracking,delivery_status_tracking_details
I want to print my invoice pdf,billing
I need to sign out account switcher,manage_account_profiles_devices
I need assistance to update my delivery speed,modify_order
Can you help me edit my backup payment method?,payment_issues_cards_wallet
I want to fix my failed transaction,payment_issues_declines_retries
What is the way to recognize the payment scam?,payment_issues_fraud_scams
Please show me how to track tracking link,delivery_status_tracking_details
I need assistance to change my delivery status rules policies query,delivery_status_rules_policies
I need to return return window,refund_returns_eligibility
Please show me how to archive marketing emails,manage_account_general_settings
I need assistance to find my tracking link,delivery_status_tracking_details
I want to check my unrecognized transaction,payment_issues_unknown_charges
How do I manage the delivery status alerts query?,delivery_status_alerts
How do I pay the international label?,refund_international_returns
How do I cancel the deals mailing list?,other_query
Is it possible to bypass this MFA?,manage_account_login_security
I want to hide my payment method on order,modify_order
I want to check my tracking link,delivery_status_tracking_details
I need assistance to stop my shipping address on order,modify_order
Please show me how to report unauthorized payment,payment_issues_unknown_charges
I'm trying to archive my delivery speed,modify_order
I need assistance to update my payment option,payment_issues_cards_wallet
I want to pay my international label,refund_international_returns
I need assistance to add my device sign-out,manage_account_profiles_devices
What is the way to archive the data access apps?,manage_account_general_settings
Is it possible to avoid this fake texts?,payment_issues_fraud_scams
I need to change shipping address on order,modify_order
Is it possible to change this data access apps?,manage_account_general_settings
I'm trying to recognize my security trends,payment_issues_fraud_scams
What is the way to change the data access apps?,manage_account_general_settings
Please show me how to cancel archived orders list,modify_order
Is it possible to configure this login with Amazon?,manage_account_profiles_devices
Is it possible to configure this switch account?,manage_account_profiles_devices
How do I view the photo delivery?,delivery_status_tracking_details
Can you help me get my proof of purchase?,billing
Please show me how to change email verification,manage_account_login_security
Please show me how to unsubscribe from vat rates,other_query
I'm trying to unsubscribe from my newsletter subscriptions,other_query
Can I set currency converter on Amazon?,payment_issues_currency_converter
Is it possible to deduct this damage fee?,refund_restocking_fees
I'm trying to use my login with Amazon,manage_account_profiles_devices
I need to print invoice pdf,billing
I'm trying to check my details regarding delivery status undeliverable,delivery_status_undeliverable
Is it possible to check this details regarding refund tracking status?,refund_tracking_status
Can I reset security code on Amazon?,manage_account_login_security
Can you help me set up my household teen?,manage_account_teen_settings
Please show me how to select exchange rates,payment_issues_currency_converter
